AIDC,node,AIDC_fixed_PF_dVpu_per_kW,nearby_MESS_extra_load_proxy_dVpu_dP,nearby_MESS_extra_load_proxy_dVpu_dQ,AIDC_pure_dV_dP,AIDC_pure_dV_dQ
AIDC10,13.2,-6.0735516796573835e-06,-3.5641723555732883e-06,-7.609108062568005e-06,,
AIDC10,13.3,-7.178246857761365e-06,-4.316847503461877e-06,-8.676535861542936e-06,,
AIDC10,135.1,-9.148985173702487e-06,-6.403084790308175e-06,-8.32629429934504e-06,,
AIDC10,135.2,-6.076898463285392e-06,-3.5660143517950322e-06,-7.613668207858464e-06,,
AIDC10,135.3,-7.200258606877822e-06,-4.3282840235802115e-06,-8.708957629230661e-06,,
AIDC10,14.1,-6.90083973619651e-06,-4.846614621388683e-06,-6.22879090227343e-06,,
AIDC10,149.1,-3.809245588061221e-09,-1.1317626402478692e-09,-8.120372846235486e-09,,
AIDC10,149.2,-3.452441380723641e-09,-8.085805494308487e-10,-8.018513641516517e-09,,
AIDC10,149.3,-3.5707373009742715e-09,-8.916346291347656e-10,-8.124950441163176e-09,,
AIDC10,15.3,-7.179911349177205e-06,-4.31786469621285e-06,-8.678535624368027e-06,,
AIDC10,150.1,-2.7205364037577197e-09,-7.67170537091475e-10,-5.924262678596058e-09,,
AIDC10,150.2,-2.4610520613591748e-09,-5.325728411617995e-10,-5.848871673145132e-09,,
AIDC10,150.3,-2.546704521955712e-09,-5.924258737010107e-10,-5.926790327539696e-09,,
AIDC10,150r.1,-3.751501193148243e-09,-1.073084358966532e-09,-8.123225186408713e-09,,
AIDC10,150r.2,-3.395415983327572e-09,-7.509941432095142e-10,-8.020240379510232e-09,,
AIDC10,150r.3,-3.5130907872378333e-09,-8.333251877579727e-10,-8.126984339060837e-09,,
AIDC10,151.1,-9.152727751607778e-06,-6.40928360783635e-06,-8.319190730803395e-06,,
AIDC10,151.2,-6.079629982929436e-06,-3.566448063337125e-06,-7.620687157728011e-06,,
AIDC10,151.3,-7.209295998622522e-06,-4.3322702576361006e-06,-8.724507466455411e-06,,
AIDC10,152.1,-9.162829944641068e-06,-6.409332066719863e-06,-8.349066169323607e-06,,
AIDC10,152.2,-6.0736090815201155e-06,-3.5642300577024815e-06,-7.6091071255324975e-06,,
AIDC10,152.3,-7.178304872596625e-06,-4.316905913422257e-06,-8.67653463573897e-06,,
AIDC10,16.3,-7.183239520705686e-06,-4.319882422175836e-06,-8.682546239341502e-06,,
AIDC10,160.1,-2.1114330762654426e-05,-1.3905218046118121e-05,-2.1859275719782097e-05,,
AIDC10,160.2,-1.7201919374685723e-05,-1.065364242195195e-05,-1.98556607211843e-05,,
AIDC10,160.3,-1.693773717610048e-05,-1.0017310768794978e-05,-2.0983839824519253e-05,,
AIDC10,160r.1,-2.191258128316164e-05,-1.4427220513667094e-05,-2.2696911449036936e-05,,
AIDC10,160r.2,-1.7530621944990836e-05,-1.0853917596652067e-05,-2.0245081864464667e-05,,
AIDC10,160r.3,-1.736744198606806e-05,-1.0268239405813788e-05,-2.1525921068874943e-05,,
AIDC10,17.3,-7.1814671979539e-06,-4.3188078806437915e-06,-8.680410628134595e-06,,
AIDC10,18.1,-9.148985153368385e-06,-6.403084775236954e-06,-8.32629428092267e-06,,
AIDC10,18.2,-6.07689843160677e-06,-3.5660143298858716e-06,-7.613668177060611e-06,,
AIDC10,18.3,-7.200258564601533e-06,-4.328283997701522e-06,-8.708957578278199e-06,,
AIDC10,19.1,-9.151492662233762e-06,-6.404877784356171e-06,-8.328519678388733e-06,,
AIDC10,197.1,-2.3577355688978574e-05,-1.5287299737645045e-05,-2.513714858422187e-05,,
AIDC10,197.2,-1.969565330879224e-05,-1.2187076626625704e-05,-2.2767515837820613e-05,,
AIDC10,197.3,-1.955469984519348e-05,-1.1723230625724638e-05,-2.3746004217419206e-05,,
AIDC10,2.2,-2.0482245937344943e-06,-1.213366681277652e-06,-2.5314960828348698e-06,,
AIDC10,20.1,-9.150772515425754e-06,-6.404390188769905e-06,-8.327839870001958e-06,,
AIDC10,21.1,-9.143672269155678e-06,-6.399837254155527e-06,-8.320028947110901e-06,,
AIDC10,21.2,-6.077623283459417e-06,-3.5664435042080013e-06,-7.614561671323191e-06,,
AIDC10,21.3,-7.205505653027522e-06,-4.331238593732735e-06,-8.715971374733212e-06,,
AIDC10,22.2,-6.071911787339177e-06,-3.563091909623789e-06,-7.607405824553584e-06,,
AIDC10,23.1,-9.139183637232838e-06,-6.396923880496728e-06,-8.315245861527495e-06,,
AIDC10,23.2,-6.079343591985087e-06,-3.5674953743425046e-06,-7.616585282401446e-06,,
AIDC10,23.3,-7.208868244083061e-06,-4.333114137824355e-06,-8.720527798388666e-06,,
AIDC10,24.3,-7.214301857780958e-06,-4.336403885048369e-06,-8.727092874977448e-06,,
AIDC10,25.1,-9.135057401220373e-06,-6.394215109195e-06,-8.310950348082691e-06,,
AIDC10,25.2,-6.081116375030179e-06,-3.5686337112416488e-06,-7.618503126039796e-06,,
AIDC10,25.3,-7.211291503600029e-06,-4.3344048662080085e-06,-8.723998858298766e-06,,
AIDC10,250.1,-9.12912190411286e-06,-6.39037978050655e-06,-8.304566783831605e-06,,
AIDC10,250.2,-6.0839753771796816e-06,-3.570380468549004e-06,-7.62188033019271e-06,,
AIDC10,250.3,-7.215222132304066e-06,-4.3365904033967385e-06,-8.729347182221915e-06,,
AIDC10,25r.1,-9.1921508353186e-06,-6.4341784951391275e-06,-8.36289315721941e-06,,
AIDC10,25r.3,-7.211294546274711e-06,-4.334406708724199e-06,-8.724002534258244e-06,,
AIDC10,26.1,-9.190997769334424e-06,-6.433445781699434e-06,-8.361621649101838e-06,,
AIDC10,26.3,-7.212971828929692e-06,-4.33537769203219e-06,-8.726165246039717e-06,,
AIDC10,27.1,-9.190716185696089e-06,-6.433254334394304e-06,-8.361358411537247e-06,,
AIDC10,27.3,-7.213021788017689e-06,-4.3353729917462386e-06,-8.726332401294797e-06,,
AIDC10,28.1,-9.132850870362054e-06,-6.392744692935911e-06,-8.308719899538921e-06,,
AIDC10,28.2,-6.082207794314706e-06,-3.569357766769261e-06,-7.619615052709724e-06,,
AIDC10,28.3,-7.212096179453286e-06,-4.334796139207719e-06,-8.725266591235431e-06,,
AIDC10,29.1,-9.129843714844822e-06,-6.390744814398414e-06,-8.305657077184344e-06,,
AIDC10,29.2,-6.083680967823333e-06,-3.5703106377595724e-06,-7.621195693716807e-06,,
AIDC10,29.3,-7.213248634959885e-06,-4.335397956470346e-06,-8.726955105577285e-06,,
AIDC10,3.3,-2.422327174476162e-06,-1.4717874414267758e-06,-2.8822932843282787e-06,,
AIDC10,30.1,-9.12900852543235e-06,-6.390282814143479e-06,-8.304515555833873e-06,,
AIDC10,30.2,-6.083922223071673e-06,-3.5703628907588373e-06,-7.621772209991026e-06,,
AIDC10,30.3,-7.215091650784e-06,-4.336512229956488e-06,-8.729186940055423e-06,,
AIDC10,300.1,-2.3584435458010423e-05,-1.529249610165211e-05,-2.514302513121841e-05,,
AIDC10,300.2,-1.9710612917368852e-05,-1.219673669347186e-05,-2.2783568834348814e-05,,
AIDC10,300.3,-1.9554612109129862e-05,-1.1721414038979297e-05,-2.3751287490485414e-05,,
AIDC10,300_open.1,-9.15272776682351e-06,-6.409283618701302e-06,-8.3191907445715e-06,,
AIDC10,300_open.2,-6.079629995144528e-06,-3.5664480707147115e-06,-7.620687172158562e-06,,
AIDC10,300_open.3,-7.209296011072533e-06,-4.332270265182908e-06,-8.724507481542354e-06,,
AIDC10,31.3,-7.21518906989517e-06,-4.336719964513981e-06,-8.728844730565194e-06,,
AIDC10,32.3,-7.21666575096862e-06,-4.337613939521369e-06,-8.73062922311433e-06,,
AIDC10,33.1,-9.189620616227688e-06,-6.432509362130282e-06,-8.360334343320297e-06,,
AIDC10,34.3,-7.1785789085350854e-06,-4.317056913034087e-06,-8.676929928971082e-06,,
AIDC10,35.1,-9.14782411005299e-06,-6.40319069347677e-06,-8.322545368144975e-06,,
AIDC10,35.2,-6.0785945797997326e-06,-3.5669134147935846e-06,-7.616116941214133e-06,,
AIDC10,35.3,-7.202225099265293e-06,-4.328983422332503e-06,-8.71285223667528e-06,,
AIDC10,36.1,-9.143822740942595e-06,-6.400542437875414e-06,-8.31844549355463e-06,,
AIDC10,36.2,-6.081845707494489e-06,-3.5691351322109983e-06,-7.619255013877633e-06,,
AIDC10,37.1,-9.139712337539978e-06,-6.397665215510726e-06,-8.31470612022902e-06,,
AIDC10,38.2,-6.082792046785036e-06,-3.569720985931647e-06,-7.620361893187266e-06,,
AIDC10,39.2,-6.084094035145816e-06,-3.5705113880031075e-06,-7.621925069175263e-06,,
AIDC10,4.3,-2.4229156961252206e-06,-1.4721487600030168e-06,-2.8829888092731517e-06,,
AIDC10,40.1,-9.14803823324536e-06,-6.4039628271272175e-06,-8.32090823876926e-06,,
AIDC10,40.2,-6.077561912456933e-06,-3.5661221480726017e-06,-7.6153828393057425e-06,,
AIDC10,40.3,-7.203751649306347e-06,-4.329654923857572e-06,-8.715483944520151e-06,,
AIDC10,41.3,-7.2051042265244825e-06,-4.330473457054927e-06,-8.717119126236177e-06,,
AIDC10,42.1,-9.148486477785126e-06,-6.40487852377997e-06,-8.319548530966327e-06,,
AIDC10,42.2,-6.0764698228621755e-06,-3.565316124460135e-06,-7.614512217638137e-06,,
AIDC10,42.3,-7.204788224260256e-06,-4.330030407800384e-06,-8.71752180334129e-06,,
AIDC10,43.2,-6.071918530898927e-06,-3.5626456933050988e-06,-7.608808928023342e-06,,
AIDC10,44.1,-9.148597157587567e-06,-6.405344003640591e-06,-8.318512528724589e-06,,
AIDC10,44.2,-6.076753955654289e-06,-3.5653824026845624e-06,-7.615174222064435e-06,,
AIDC10,44.3,-7.205051931689709e-06,-4.330006797242783e-06,-8.718418742997237e-06,,
AIDC10,45.1,-9.149411261065887e-06,-6.4059255397139534e-06,-8.319237516585982e-06,,
AIDC10,450.1,-2.3594005019983383e-05,-1.52978423472519e-05,-2.5155698499055812e-05,,
AIDC10,450.2,-1.970018088609229e-05,-1.2189972651985082e-05,-2.277249383463371e-05,,
AIDC10,450.3,-1.952942119353042e-05,-1.1707737110738325e-05,-2.371630828449114e-05,,
AIDC10,46.1,-9.150925083694024e-06,-6.4069970337942115e-06,-8.320598658400095e-06,,
AIDC10,47.1,-9.14825814537311e-06,-6.405584808783954e-06,-8.316792471847382e-06,,
AIDC10,47.2,-6.077418692740016e-06,-3.5656733116563102e-06,-7.616316945284221e-06,,
AIDC10,47.3,-7.205233828732519e-06,-4.329904779074175e-06,-8.71931017202455e-06,,
AIDC10,48.1,-9.147045940067733e-06,-6.404784018503472e-06,-8.31554823926436e-06,,
AIDC10,48.2,-6.076834139372708e-06,-3.5653759191076945e-06,-7.6154470395773165e-06,,
AIDC10,48.3,-7.204462915485415e-06,-4.329369806344967e-06,-8.71859677601357e-06,,
AIDC10,49.1,-9.15005112344784e-06,-6.40712308576747e-06,-8.317589278232484e-06,,
AIDC10,49.2,-6.079096293115341e-06,-3.5664599792986035e-06,-7.619031847921113e-06,,
AIDC10,49.3,-7.2067123820488545e-06,-4.3307424721681545e-06,-8.72127374449376e-06,,
AIDC10,5.3,-2.42105109305929e-06,-1.471013636896585e-06,-2.880772951555313e-06,,
AIDC10,50.1,-9.150828801344216e-06,-6.407792224119797e-06,-8.317929378032268e-06,,
AIDC10,50.2,-6.079278595750583e-06,-3.5664159544697055e-06,-7.619718924073075e-06,,
AIDC10,50.3,-7.20826393949588e-06,-4.331668308618683e-06,-8.723189897607765e-06,,
AIDC10,51.1,-9.151852884980559e-06,-6.408566080219351e-06,-8.31870184821124e-06,,
AIDC10,51.2,-6.079177939845945e-06,-3.5662776735381732e-06,-7.619830218919128e-06,,
AIDC10,51.3,-7.208692362760816e-06,-4.331917921843784e-06,-8.723737273630611e-06,,
AIDC10,52.1,-1.2148904118074857e-05,-8.454642700790278e-06,-1.1201448240252448e-05,,
AIDC10,52.2,-8.055122567387734e-06,-4.705350818184412e-06,-1.0157435316085423e-05,,
AIDC10,52.3,-9.507570347595108e-06,-5.689765872373982e-06,-1.157642880720514e-05,,
AIDC10,53.1,-1.3631576440000874e-05,-9.46478824984711e-06,-1.2634136686524037e-05,,
AIDC10,53.2,-9.04108978386094e-06,-5.269968886785016e-06,-1.143510732957492e-05,,
AIDC10,53.3,-1.0665157458071323e-05,-6.368107765748192e-06,-1.3029539317039881e-05,,
AIDC10,54.1,-1.4554386048352048e-05,-1.0091744215548708e-05,-1.3531150607591366e-05,,
AIDC10,54.2,-9.656037112788187e-06,-5.6210840625977455e-06,-1.223514174443542e-05,,
AIDC10,54.3,-1.138605209085538e-05,-6.789152680319068e-06,-1.39387083971441e-05,,
AIDC10,55.1,-1.4553152025999585e-05,-1.0090942253240634e-05,-1.3529842036303167e-05,,
AIDC10,55.2,-9.657829603595157e-06,-5.622255105390006e-06,-1.2237031118096903e-05,,
AIDC10,55.3,-1.138540648642387e-05,-6.788716195201799e-06,-1.3938071369056457e-05,,
AIDC10,56.1,-1.4553367790159006e-05,-1.0091145552317725e-05,-1.3529881306642707e-05,,
AIDC10,56.2,-9.658682469982843e-06,-5.622762417113174e-06,-1.2238083957906747e-05,,
AIDC10,56.3,-1.138492279389829e-05,-6.788420396775375e-06,-1.3937498711379689e-05,,
AIDC10,57.1,-1.6663137877256517e-05,-1.1330045771098712e-05,-1.617060560188944e-05,,
AIDC10,57.2,-1.207014661255133e-05,-7.238427847902126e-06,-1.4650970697114735e-05,,
AIDC10,57.3,-1.3164177896091495e-05,-7.830267890363046e-06,-1.6173374162356777e-05,,
AIDC10,58.2,-1.2072108548813153e-05,-7.2396423656924955e-06,-1.4653253295323921e-05,,
AIDC10,59.2,-1.2074171129219866e-05,-7.240904465361601e-06,-1.4655691320585699e-05,,
AIDC10,6.3,-2.420114347903071e-06,-1.4704444771919862e-06,-2.879658332496547e-06,,
AIDC10,60.1,-2.11142718283622e-05,-1.3905159126419564e-05,-2.1859275701802952e-05,,
AIDC10,60.2,-1.7201861788997975e-05,-1.0653584871365026e-05,-1.9855660643261866e-05,,
AIDC10,60.3,-1.6937678917071444e-05,-1.0017252476053188e-05,-2.0983839955225744e-05,,
AIDC10,61.1,-2.1116258519718452e-05,-1.3906625837032622e-05,-2.1860864246034087e-05,,
AIDC10,61.2,-1.720269900274211e-05,-1.0654054151684701e-05,-1.9856777110037267e-05,,
AIDC10,61.3,-1.6939061320848916e-05,-1.0017969821764086e-05,-2.0985865671347133e-05,,
AIDC10,610.1,-2.0105435256445972e-05,-1.3008434832291655e-05,-2.1519428162468162e-05,,
AIDC10,610.2,-1.7714771607740935e-05,-1.1343767263966772e-05,-1.9318001407528794e-05,,
AIDC10,610.3,-1.7427191168447674e-05,-1.0230081414493337e-05,-2.1822852791360388e-05,,
AIDC10,61s.1,-2.1116258548428522e-05,-1.3906625855910647e-05,-2.1860864276100046e-05,,
AIDC10,61s.2,-1.7202699028532282e-05,-1.0654054167804394e-05,-1.9856777138771576e-05,,
AIDC10,61s.3,-1.6939061344972008e-05,-1.001796983617475e-05,-2.0985865701311628e-05,,
AIDC10,62.1,-2.1112940045464014e-05,-1.3904532086063218e-05,-2.1857170725198895e-05,,
AIDC10,62.2,-1.7194124740447503e-05,-1.0648783711884528e-05,-1.984676737907735e-05,,
AIDC10,62.3,-1.6933291539163767e-05,-1.0014445638343636e-05,-2.0979098697334573e-05,,
AIDC10,63.1,-2.1111068252090596e-05,-1.3903626737656075e-05,-2.1854262625334123e-05,,
AIDC10,63.2,-1.7188135008757116e-05,-1.0645112612026684e-05,-1.9839743116297085e-05,,
AIDC10,63.3,-1.6935449899100125e-05,-1.0015573815514208e-05,-2.0982258226246433e-05,,
AIDC10,64.1,-2.109682710370504e-05,-1.3894914552972273e-05,-2.1837477203361937e-05,,
AIDC10,64.2,-1.717812435431214e-05,-1.063883584671673e-05,-1.982844708219607e-05,,
AIDC10,64.3,-1.6941313026239687e-05,-1.0019041435760178e-05,-2.0989603310771995e-05,,
AIDC10,65.1,-2.1078810145552752e-05,-1.388327816320598e-05,-2.1818110098277033e-05,,
AIDC10,65.2,-1.7167084894564682e-05,-1.063178052247991e-05,-1.9816352010836232e-05,,
AIDC10,65.3,-1.6948635050276418e-05,-1.0023502282557278e-05,-2.0998388499585578e-05,,
AIDC10,66.1,-2.10759940215641e-05,-1.3881299430533238e-05,-2.1815555690902402e-05,,
AIDC10,66.2,-1.7164746640061593e-05,-1.0630291408235472e-05,-1.9813766204165888e-05,,
AIDC10,66.3,-1.6963645637117022e-05,-1.003241540843663e-05,-2.1016960958943323e-05,,
AIDC10,67.1,-2.35712493975385e-05,-1.5283007480399586e-05,-2.513158953478151e-05,,
AIDC10,67.2,-1.968675563647715e-05,-1.2181462827906667e-05,-2.2757543130204605e-05,,
AIDC10,67.3,-1.955644462156406e-05,-1.1724993510114637e-05,-2.374592014072881e-05,,
AIDC10,68.1,-2.358995339657357e-05,-1.529506602622911e-05,-2.5151853404239312e-05,,
AIDC10,69.1,-2.3611339870414833e-05,-1.5308854031981836e-05,-2.5175023642517057e-05,,
AIDC10,7.1,-5.390294850763621e-06,-3.7957967198619037e-06,-4.834776017995336e-06,,
AIDC10,7.2,-3.567761228612076e-06,-2.1066114177911424e-06,-4.430573372852984e-06,,
AIDC10,7.3,-4.218737717000269e-06,-2.5537784060608862e-06,-5.048592949258687e-06,,
AIDC10,70.1,-2.362646429454473e-05,-1.5318604915258284e-05,-2.5191409702761897e-05,,
AIDC10,71.1,-2.363498607977384e-05,-1.532409901315387e-05,-2.5200642399034967e-05,,
AIDC10,72.1,-2.5084813339682702e-05,-1.6141788002798216e-05,-2.7116949350797152e-05,,
AIDC10,72.2,-2.153559843578127e-05,-1.3403749683032077e-05,-2.4657318699243422e-05,,
AIDC10,72.3,-2.087242106769137e-05,-1.2468200989116888e-05,-2.5482552516834897e-05,,
AIDC10,73.3,-2.0877768261648356e-05,-1.2471437383286297e-05,-2.5489020230213127e-05,,
AIDC10,74.3,-2.087567513657535e-05,-1.2470214288062024e-05,-2.5486425246754554e-05,,
AIDC10,75.3,-2.088579560229529e-05,-1.2476290936562194e-05,-2.5498735803780944e-05,,
AIDC10,76.1,-2.6183792719077636e-05,-1.676374131390659e-05,-2.856334883899428e-05,,
AIDC10,76.2,-2.2876808087318217e-05,-1.4288536510226891e-05,-2.6041231311475853e-05,,
AIDC10,76.3,-2.1825202450211833e-05,-1.3004761229383926e-05,-2.6744511915476023e-05,,
AIDC10,77.1,-2.8012271254357865e-05,-1.768686667975883e-05,-3.130854933855321e-05,,
AIDC10,77.2,-2.529567904671895e-05,-1.576430121221832e-05,-2.8900922215874302e-05,,
AIDC10,77.3,-2.4295921464574644e-05,-1.4642492872073737e-05,-2.926978236733548e-05,,
AIDC10,78.1,-2.8468314437759836e-05,-1.791655941417596e-05,-3.199488574104058e-05,,
AIDC10,78.2,-2.58979955820716e-05,-1.6131216931603372e-05,-2.961470147424359e-05,,
AIDC10,78.3,-2.4913662295061157e-05,-1.505146676258105e-05,-2.9902680600414046e-05,,
AIDC10,79.1,-2.8464093232341336e-05,-1.7913914900856988e-05,-3.1990106199755814e-05,,
AIDC10,79.2,-2.5900603141985296e-05,-1.6132882376379205e-05,-2.9617558790970155e-05,,
AIDC10,79.3,-2.491271551345067e-05,-1.5050730405507005e-05,-2.9902044158582318e-05,,
AIDC10,8.1,-6.906417813820597e-06,-4.850497209543566e-06,-6.23389258260924e-06,,
AIDC10,8.2,-4.574356486695836e-06,-2.6944549698804258e-06,-5.700343896904372e-06,,
AIDC10,8.3,-5.407780522996093e-06,-3.2651622321152726e-06,-6.496986402093758e-06,,
AIDC10,80.1,-3.063994775886769e-05,-1.9009276502992313e-05,-3.5266358969005776e-05,,
AIDC10,80.2,-2.8749729576453168e-05,-1.7866013856837493e-05,-3.300146492692602e-05,,
AIDC10,80.3,-2.7845339493807275e-05,-1.698981657650469e-05,-3.291405485748419e-05,,
AIDC10,81.1,-3.14379884417525e-05,-1.9409833632257378e-05,-3.6471601371780515e-05,,
AIDC10,81.2,-2.9795916955852972e-05,-1.850152537155671e-05,-3.4246703814631294e-05,,
AIDC10,81.3,-2.8925165550438895e-05,-1.7702536137944645e-05,-3.402698367351507e-05,,
AIDC10,82.1,-3.147594707616067e-05,-1.9433770260146662e-05,-3.651413070631002e-05,,
AIDC10,82.2,-2.9825666698961757e-05,-1.851951552263917e-05,-3.428235457746105e-05,,
AIDC10,82.3,-2.8955101152758102e-05,-1.7721050740419274e-05,-3.4061624543297176e-05,,
AIDC10,83.1,-3.150959074154285e-05,-1.94550803149466e-05,-3.655152220860417e-05,,
AIDC10,83.2,-2.98575388840044e-05,-1.8538779792081043e-05,-3.432058763369366e-05,,
AIDC10,83.3,-2.89842526539633e-05,-1.7739203863577746e-05,-3.4094978326937585e-05,,
AIDC10,84.3,-2.8961637884075404e-05,-1.7725017279212167e-05,-3.4069549090115934e-05,,
AIDC10,85.3,-2.8978721691383906e-05,-1.773554795277878e-05,-3.4089485840619456e-05,,
AIDC10,86.1,-2.6225038693042172e-05,-1.6791647504763033e-05,-2.8603899699640462e-05,,
AIDC10,86.2,-2.2909358449697018e-05,-1.4308847609905102e-05,-2.6078400480178127e-05,,
AIDC10,86.3,-2.1835111169632527e-05,-1.3009364223383147e-05,-2.676058861297033e-05,,
AIDC10,87.1,-2.6250007448010163e-05,-1.6808635363469274e-05,-2.862815999844083e-05,,
AIDC10,87.2,-2.2927138414537467e-05,-1.4319897118865797e-05,-2.6098832800408858e-05,,
AIDC10,87.3,-2.1845262894650468e-05,-1.3014730138037695e-05,-2.6775110431423128e-05,,
AIDC10,88.1,-2.626533175028868e-05,-1.681842002172518e-05,-2.864498548386762e-05,,
AIDC10,89.1,-2.624789817945411e-05,-1.6807813543735972e-05,-2.862427013277818e-05,,
AIDC10,89.2,-2.2937047005045026e-05,-1.4326238134225951e-05,-2.6109663014032362e-05,,
AIDC10,89.3,-2.1857271864568727e-05,-1.302166272488945e-05,-2.6790511646200182e-05,,
AIDC10,9.1,-6.9056657189992415e-06,-4.849994393979603e-06,-6.233165267086804e-06,,
AIDC10,90.2,-2.2949311389730587e-05,-1.4333940128028747e-05,-2.6123510773385217e-05,,
AIDC10,91.1,-2.62489639843981e-05,-1.68089092293813e-05,-2.8624189698047685e-05,,
AIDC10,91.2,-2.2936299565026917e-05,-1.4325877877209013e-05,-2.6108493811639625e-05,,
AIDC10,91.3,-2.186750259933656e-05,-1.302760748742916e-05,-2.6803517875144244e-05,,
AIDC10,92.3,-2.1890015134072447e-05,-1.3041042845826004e-05,-2.683107788674352e-05,,
AIDC10,93.1,-2.6252706965860255e-05,-1.6811373317420433e-05,-2.862808647920248e-05,,
AIDC10,93.2,-2.2937829371328387e-05,-1.4326873310051378e-05,-2.611011595221531e-05,,
AIDC10,93.3,-2.1866454477392034e-05,-1.30268250530997e-05,-2.680271041562823e-05,,
AIDC10,94.1,-2.6260800569674287e-05,-1.6816512000803546e-05,-2.8637090724697547e-05,,
AIDC10,94_open.1,-1.4554386048352048e-05,-1.0091744215548708e-05,-1.3531150607591366e-05,,
AIDC10,95.1,-2.625354723157801e-05,-1.681202320006186e-05,-2.8628666942887437e-05,,
AIDC10,95.2,-2.2941898341032594e-05,-1.4329460839173989e-05,-2.611462213762673e-05,,
AIDC10,95.3,-2.186419667282303e-05,-1.3025391060443224e-05,-2.6800203784437984e-05,,
AIDC10,96.2,-2.2944787954384336e-05,-1.4331298296882054e-05,-2.611782306261422e-05,,
AIDC10,97.1,-2.3577355624535745e-05,-1.5287299696723697e-05,-2.5137148511664636e-05,,
AIDC10,97.2,-1.9695653122028865e-05,-1.2187076508900039e-05,-2.276751562786688e-05,,
AIDC10,97.3,-1.9554699628496212e-05,-1.1723230494900479e-05,-2.374600395548882e-05,,
AIDC10,98.1,-2.358470043004433e-05,-1.5292020743597316e-05,-2.5145131069292766e-05,,
AIDC10,98.2,-1.9696289380292125e-05,-1.2187490940570983e-05,-2.276819018760347e-05,,
AIDC10,98.3,-1.9548327990281636e-05,-1.1719232717677634e-05,-2.3738800660080816e-05,,
AIDC10,99.1,-2.3591282825026865e-05,-1.529623600047487e-05,-2.515231510601277e-05,,
AIDC10,99.2,-1.9701532456599807e-05,-1.219081467037511e-05,-2.2774038909194588e-05,,
AIDC10,99.3,-1.9534321473664288e-05,-1.1710674793037653e-05,-2.372225912239473e-05,,
AIDC10,9r.1,-6.905662225058344e-06,-4.849991946974322e-06,-6.2331621000222524e-06,,
AIDC10,idc_idc01_pcc.1,-3.810618783293202e-09,-1.132050054541402e-09,-8.12367444956851e-09,,
AIDC10,idc_idc01_pcc.2,-3.453778927481392e-09,-8.088159262539816e-10,-8.021861442219854e-09,,
AIDC10,idc_idc01_pcc.3,-3.572121147109486e-09,-8.919060808451179e-10,-8.128330415859553e-09,,
AIDC10,idc_idc02_pcc.1,-9.15779882366111e-06,-6.412872007541008e-06,-8.323755880154585e-06,,
AIDC10,idc_idc02_pcc.2,-6.08372482305114e-06,-3.5689452305790734e-06,-7.625568739773197e-06,,
AIDC10,idc_idc02_pcc.3,-7.213479962527994e-06,-4.33480193772878e-06,-8.72956829363351e-06,,
AIDC10,idc_idc03_pcc.1,-9.153138171398663e-06,-6.406953554381326e-06,-8.327319284986979e-06,,
AIDC10,idc_idc03_pcc.2,-6.082816251655791e-06,-3.569476628118009e-06,-7.621183137341074e-06,,
AIDC10,idc_idc03_pcc.3,-7.206591851629362e-06,-4.331626831483705e-06,-8.718129132986188e-06,,
AIDC10,idc_idc04_pcc.1,-9.153483268530335e-06,-6.40967068845725e-06,-8.320318459882962e-06,,
AIDC10,idc_idc04_pcc.2,-6.081416701977075e-06,-3.5677191951585176e-06,-7.622269686919547e-06,,
AIDC10,idc_idc04_pcc.3,-7.21045143386232e-06,-4.332991967374077e-06,-8.725835612095472e-06,,
AIDC10,idc_idc05_pcc.1,-2.1125826829185964e-05,-1.3912916074675884e-05,-2.187086541226627e-05,,
AIDC10,idc_idc05_pcc.2,-1.7211316254026085e-05,-1.0659493457039491e-05,-1.9866447998886594e-05,,
AIDC10,idc_idc05_pcc.3,-1.694716612330855e-05,-1.0022780530536495e-05,-2.0995898010654483e-05,,
AIDC10,idc_idc06_pcc.1,-9.15172516580533e-06,-6.408096178281712e-06,-8.319757008933867e-06,,
AIDC10,idc_idc06_pcc.2,-6.080601525541583e-06,-3.5676709853247086e-06,-7.619945333217139e-06,,
AIDC10,idc_idc06_pcc.3,-7.208322788879179e-06,-4.3317056205488985e-06,-8.723264458204707e-06,,
AIDC10,idc_idc07_pcc.1,-9.131065261616204e-06,-6.391753596510355e-06,-8.306318987101017e-06,,
AIDC10,idc_idc07_pcc.2,-6.085508542627454e-06,-3.5713111198781104e-06,-7.623720606671541e-06,,
AIDC10,idc_idc07_pcc.3,-7.216779730758032e-06,-4.337533508982687e-06,-8.73122922502723e-06,,
AIDC10,idc_idc08_pcc.1,-9.148101491138667e-06,-6.40297256366205e-06,-8.324010190990821e-06,,
AIDC10,idc_idc08_pcc.2,-6.081128827247953e-06,-3.568569861490987e-06,-7.618774259589926e-06,,
AIDC10,idc_idc08_pcc.3,-7.209112414422648e-06,-4.333422359299218e-06,-8.720328686530346e-06,,
AIDC10,idc_idc09_pcc.1,-9.172042112865291e-06,-6.4159226350577896e-06,-8.35735176911165e-06,,
AIDC10,idc_idc09_pcc.2,-6.080780708958378e-06,-3.5685932862077065e-06,-7.6178652121975424e-06,,
AIDC10,idc_idc09_pcc.3,-7.185947429482767e-06,-4.321579634141735e-06,-8.685825038515707e-06,,
AIDC10,idc_idc10_pcc.1,-5.0146357405586284e-05,-1.941363881179261e-05,-3.647903706759698e-05,,
